station_id,station_name,county,town,lat,lon,altitude_m,temperature_c,daily_high,daily_low,humidity_percent,wind_speed_mps,pressure_hpa,weather,observed_at
E2S980,太麻里(1),臺東縣,太麻里鄉,22.598922,120.980044,100.0,25.3,31.5,21.7,76.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
E2S960,太麻里(2),臺東縣,太麻里鄉,22.598,120.99775,26.0,25.2,31.5,22.8,80.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
72AI40,桃改臺北,新北市,樹林區,24.944503,121.386972,40.0,25.6,31.8,20.1,72.0,3.7,-99.0,晴,2026-09-23T22:10:00+08:00
E2HA20,畢祿溪站,南投縣,仁愛鄉,24.226944,121.308522,2188.0,11.0,26.2,8.7,93.0,0.0,-99.0,晴,2026-09-23T22:10:00+08:00
A2N290,蘭花園區,臺南市,後壁區,23.340258,120.379661,23.0,26.4,32.0,24.6,92.0,0.5,-99.0,多雲,2026-09-23T22:10:00+08:00
B2U990,宜蘭畜試,宜蘭縣,五結鄉,24.669039,121.832561,10.0,25.9,30.6,22.3,81.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
A2K630,雲林臺大,雲林縣,虎尾鎮,23.730628,120.423903,45.0,26.6,32.7,23.5,81.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
E2P980,六龜林試,高雄市,六龜區,22.991703,120.645722,272.0,23.9,29.9,22.1,99.0,0.0,-99.0,晴,2026-09-23T22:10:00+08:00
A2K360,臺西水試,雲林縣,臺西鄉,23.717231,120.190522,1.0,26.9,31.3,24.7,84.0,1.9,-99.0,晴,2026-09-23T22:10:00+08:00
72D680,新埔工作站,新竹縣,新埔鎮,24.834444,121.066111,101.9,23.3,32.3,19.8,82.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
CAN130,水試所海水繁養殖中心,臺南市,七股區,23.120802,120.079676,2.3,28.2,30.3,27.1,78.0,1.5,-99.0,多雲,2026-09-23T22:10:00+08:00
CAL110,布袋國中,嘉義縣,布袋鎮,23.35893,120.18026,1.1,27.0,30.4,25.9,82.0,1.6,-99.0,多雲,2026-09-23T22:10:00+08:00
CAG100,王功漁港,彰化縣,芳苑鄉,23.96824,120.32586,7.0,26.8,29.8,24.7,82.0,3.2,-99.0,晴,2026-09-23T22:10:00+08:00
CAJ050,海口故事園區,雲林縣,口湖鄉,23.57543,120.14121,4.0,27.0,30.7,25.2,88.0,3.3,-99.0,晴,2026-09-23T22:10:00+08:00
CAN140,六官養殖協會,臺南市,六甲區,23.22881,120.29962,24.0,27.3,31.4,25.4,81.0,0.4,-99.0,多雲,2026-09-23T22:10:00+08:00
CAQ030,崎峰國小,屏東縣,林邊鄉,22.42565,120.49521,10.0,27.2,31.0,25.4,74.0,1.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M960,外寮,嘉義縣,梅山鄉,23.562643,120.665688,1126.0,20.0,25.7,18.5,100.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2M970,碧湖,嘉義縣,梅山鄉,23.568632,120.624165,1019.0,20.4,24.0,19.4,99.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2R170,屏東,屏東縣,屏東市,22.660269,120.494027,35.0,26.4,32.4,24.8,90.0,0.7,-99.0,多雲,2026-09-23T22:10:00+08:00
C2V310,美濃,高雄市,美濃區,22.898792,120.51907,51.0,26.4,31.3,24.7,94.0,0.5,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M980,安和,嘉義縣,新港鄉,23.51377,120.31593,42.0,27.0,32.0,25.0,80.0,1.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M990,大巃頂,嘉義縣,梅山鄉,23.5547,120.61439,1018.0,20.4,23.4,19.4,98.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2N170,茅港尾,臺南市,下營區,23.2061,120.2624,69.0,27.6,32.0,25.8,78.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2R980,竹田國中,屏東縣,竹田鄉,22.61532,120.52412,18.0,26.6,34.1,25.6,89.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2R990,泰武,屏東縣,泰武鄉,22.60686,120.69765,952.0,19.3,24.9,19.2,98.0,1.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2TA60,六十石,花蓮縣,富里鄉,23.22477,121.31861,919.0,19.2,24.2,17.3,100.0,4.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2TA70,赤科坪,花蓮縣,玉里鎮,23.39885,121.39168,872.0,19.1,27.1,18.9,98.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2UC10,出水溪,宜蘭縣,大同鄉,24.615822,121.652253,556.0,21.3,27.1,17.7,98.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2UC20,長嶺,宜蘭縣,員山鄉,24.70894,121.61162,465.0,22.3,28.8,18.9,95.0,0.8,-99.0,晴,2026-09-23T22:10:00+08:00
C2E980,和興,苗栗縣,獅潭鄉,24.505319,120.923016,640.0,21.9,30.5,21.3,94.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2E990,新坪頂,苗栗縣,卓蘭鎮,24.30201,120.8574,549.0,22.5,31.3,21.2,95.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9Y0,松茗,南投縣,名間鄉,23.8167,120.650765,415.0,24.9,29.7,22.4,90.0,0.6,-99.0,多雲,2026-09-23T22:10:00+08:00
C2RA10,大新,屏東縣,內埔鄉,22.67558,120.57788,51.0,24.9,32.0,24.4,96.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2TA90,加納納,花蓮縣,瑞穗鄉,23.466421,121.359867,216.0,23.6,30.3,21.0,90.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2TB30,吉安,花蓮縣,吉安鄉,23.94538,121.54803,75.0,25.7,31.2,22.3,81.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2K290,崙內,雲林縣,土庫鎮,23.69525,120.35601,14.0,26.2,31.5,24.5,86.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2K301,鹿南,雲林縣,元長鄉,23.643341,120.3683,14.0,26.5,31.4,25.1,84.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2K250,崙背,雲林縣,崙背鄉,23.75553,120.31893,8.0,25.5,31.2,23.6,86.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2K280,四湖,雲林縣,四湖鄉,23.6304,120.22717,3.0,26.6,33.1,24.1,86.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2X060,下營,臺南市,下營區,23.226806,120.256291,3.0,27.0,31.5,25.6,84.0,1.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2S9B0,利吉,臺東縣,卑南鄉,22.86246,121.15486,166.0,22.9,30.9,21.0,94.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2S9A0,北份子寮,臺東縣,卑南鄉,22.78561,121.07813,104.0,24.9,31.5,22.0,82.0,1.8,-99.0,晴,2026-09-23T22:10:00+08:00
C2SD50,順那,臺東縣,東河鄉,23.04166,121.29332,148.0,21.9,29.9,20.2,96.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2SD70,二層坪,臺東縣,鹿野鄉,22.94105,121.16838,209.0,24.0,31.6,21.7,86.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2SD60,明峰,臺東縣,卑南鄉,22.8671,121.11825,291.0,23.5,29.2,20.4,88.0,2.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2SD80,再來山,臺東縣,長濱鄉,23.34371,121.44122,215.0,22.7,29.9,21.2,84.0,1.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2TB80,庄子底,花蓮縣,鳳林鎮,23.71794,121.49438,88.0,23.2,30.9,20.9,96.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2TB90,長橋,花蓮縣,鳳林鎮,23.6874,121.46186,108.0,22.6,30.7,20.2,98.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2TB50,麻汝,花蓮縣,玉里鎮,23.42554,121.39358,291.0,23.8,28.3,23.2,84.0,2.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2TB70,達谷寮,花蓮縣,玉里鎮,23.38,121.35968,145.0,24.3,31.6,24.3,83.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2G9C0,埔南,彰化縣,埔鹽鄉,23.99124,120.46969,9.0,25.9,32.8,24.0,83.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2G9E0,移民庄,彰化縣,二林鎮,23.9784,120.40283,8.0,26.5,32.0,24.5,82.0,1.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2K310,港尾布雞,雲林縣,崙背鄉,23.74834,120.38439,34.0,26.5,30.8,24.3,82.0,2.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2M9A0,大華,嘉義縣,竹崎鄉,23.4824,120.67491,987.0,20.7,25.8,19.4,99.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2M9D0,何竹子腳,嘉義縣,民雄鄉,23.53641,120.38203,20.0,26.3,32.6,24.4,86.0,1.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M9C0,紫雲,嘉義縣,竹崎鄉,23.494914,120.540253,104.0,25.5,32.3,23.6,91.0,0.7,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M9E0,旺來山,嘉義縣,民雄鄉,23.555153,120.486463,125.0,26.2,30.8,24.1,84.0,0.6,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M9B0,西興,嘉義縣,大埔鄉,23.2428,120.57617,454.0,24.1,28.9,21.7,96.0,0.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2N190,烏樹,臺南市,後壁區,23.32393,120.36989,22.0,26.6,32.0,24.0,88.0,0.8,-99.0,多雲,2026-09-23T22:10:00+08:00
C2N180,鹿陶洋,臺南市,楠西區,23.14325,120.48352,85.0,25.7,32.6,24.4,96.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2V920,匏子寮,高雄市,甲仙區,23.04905,120.55319,212.0,25.6,32.2,23.8,93.0,-99.0,-99.0,多雲,2026-09-23T22:10:00+08:00
C2V580,瑞山,高雄市,內門區,22.90304,120.43424,108.0,25.8,31.2,23.6,89.0,1.5,-99.0,多雲,2026-09-23T22:10:00+08:00
C2R9A0,高士國小,屏東縣,牡丹鄉,22.12553,120.84653,167.0,25.7,30.2,23.4,83.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2M530,奮起湖,嘉義縣,竹崎鄉,23.493903,120.699253,1385.0,18.8,21.3,17.3,99.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2M810,里佳,嘉義縣,阿里山鄉,23.389125,120.716647,1354.0,19.4,22.3,18.0,94.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2C590,觀音,桃園市,觀音區,25.027072,121.153317,72.0,24.7,31.2,22.1,80.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2E420,竹南,苗栗縣,竹南鎮,24.70898,120.88897,19.0,24.3,31.3,20.9,84.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2E430,南庄,苗栗縣,南庄鄉,24.601775,121.000214,258.0,22.9,32.4,20.3,93.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2AA10,中八仙,臺北市,北投區,25.11576,121.49199,16.0,26.3,30.4,20.9,75.0,3.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2AK40,漁光,新北市,坪林區,24.96875,121.72132,723.0,19.5,26.5,19.2,99.0,1.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2AK30,信賢,新北市,烏來區,24.84108,121.53492,356.0,22.0,30.8,18.3,87.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2C830,中德,桃園市,桃園區,24.981862,121.291344,117.0,25.5,31.8,22.9,76.0,3.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2C810,八德蔬果,桃園市,八德區,24.97858,121.28187,123.0,25.6,31.3,22.1,74.0,3.8,-99.0,晴,2026-09-23T22:10:00+08:00
C2D770,巨埔,新竹縣,新埔鎮,24.84435,121.11442,101.0,23.0,33.0,19.8,91.0,0.8,-99.0,晴,2026-09-23T22:10:00+08:00
C2EA10,拉庫斯,苗栗縣,南庄鄉,24.53637,121.02137,1187.0,19.1,24.1,17.7,83.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2UC40,中城,宜蘭縣,冬山鄉,24.62865,121.74745,44.0,24.6,30.7,19.9,90.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2UC30,金洋,宜蘭縣,南澳鄉,24.42465,121.74573,109.0,23.6,30.0,19.0,95.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2D480,打鐵坑,新竹縣,新埔鎮,24.849664,121.150789,223.0,22.7,31.8,19.4,90.0,0.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2D430,峨眉,新竹縣,峨眉鄉,24.6905,121.017189,87.0,23.0,33.3,19.3,92.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2C480,桃園,桃園市,桃園區,24.992425,121.323172,105.0,26.4,34.2,24.1,71.0,1.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2S890,關山,臺東縣,關山鎮,23.0395,121.175017,217.0,24.4,32.6,21.9,88.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2O880,南化,臺南市,南化區,23.17332,120.59413,269.0,25.0,29.9,23.3,96.0,0.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2SA40,瑞和,臺東縣,鹿野鄉,22.974361,121.156697,189.0,24.8,31.5,21.0,84.0,1.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2R550,新埤,屏東縣,新埤鄉,22.467947,120.582894,31.0,25.7,32.1,24.2,90.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2V570,吉東,高雄市,美濃區,22.85418,120.54539,58.0,26.8,32.3,24.8,87.0,0.8,-99.0,多雲,2026-09-23T22:10:00+08:00
C2S800,華源,臺東縣,太麻里鄉,22.65783,121.0232,79.0,25.7,32.9,22.6,74.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2O850,環湖,臺南市,大內區,23.148665,120.4186,57.0,25.8,32.8,24.2,95.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2I210,蘆竹湳,南投縣,中寮鄉,23.93398,120.81209,559.0,23.9,29.5,21.9,87.0,0.9,-99.0,多雲,2026-09-23T22:10:00+08:00
C2R240,萬巒,屏東縣,萬巒鄉,22.527306,120.625111,87.0,25.4,31.8,23.8,89.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2R260,春日,屏東縣,春日鄉,22.370361,120.628306,76.0,23.7,31.3,23.1,93.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2R490,九如,屏東縣,九如鄉,22.74049,120.490555,45.0,27.1,32.4,25.3,85.0,0.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2N200,口宵里,臺南市,玉井區,23.15987,120.45988,272.0,25.1,31.5,23.8,91.0,0.5,-99.0,多雲,2026-09-23T22:10:00+08:00
C2N210,岩坑,臺南市,東山區,23.24614,120.47458,154.0,24.9,30.8,23.3,93.0,0.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M9F0,安溪寮,嘉義縣,義竹鄉,23.350334,120.208039,54.0,27.1,32.9,25.5,82.0,1.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M9G0,沄水,嘉義縣,中埔鄉,23.38293,120.52666,178.0,24.2,31.6,22.9,99.0,0.9,-99.0,多雲,2026-09-23T22:10:00+08:00
C2I240,外大坪,南投縣,埔里鎮,23.9587,120.91788,725.0,22.9,29.9,21.4,99.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2I260,北坑,南投縣,埔里鎮,23.92463,121.00683,601.0,22.3,28.9,20.7,99.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2D790,石鹿,新竹縣,五峰鄉,24.56551,121.15841,1785.0,16.7,23.1,14.9,86.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2W230,畜試所澎湖,澎湖縣,西嶼鄉,23.628342,119.513206,35.0,26.0,30.0,25.1,87.0,2.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2E880,三義,苗栗縣,三義鄉,24.405478,120.749819,507.0,21.2,29.2,20.5,98.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2FA00,烏石坑,臺中市,和平區,24.273503,120.947617,983.0,20.6,26.1,18.3,94.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2F9A0,中竹林,臺中市,太平區,24.103556,120.751061,425.0,24.1,30.3,22.3,90.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2G840,北斗,彰化縣,北斗鎮,23.877586,120.514222,32.0,25.8,33.7,23.7,88.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2H950,中寮,南投縣,中寮鄉,23.884447,120.766406,192.0,25.1,31.5,22.7,92.0,0.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2I090,鳳凰,南投縣,鹿谷鄉,23.728081,120.787347,910.0,21.4,26.9,20.2,97.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2F860,梨山,臺中市,和平區,24.247522,121.243669,2215.0,12.2,24.0,10.3,95.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2K240,草嶺,雲林縣,古坑鄉,23.59555,120.693461,1132.0,19.8,23.0,18.3,100.0,2.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2E520,大湖,苗栗縣,大湖鄉,24.414939,120.870872,320.0,22.1,31.7,19.9,97.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2F000,大肚,臺中市,大肚區,24.15295,120.572117,273.0,24.6,30.6,23.1,87.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2E540,龍溪,苗栗縣,後龍鎮,24.606489,120.783933,32.0,24.8,31.7,19.8,85.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2F930,大甲,臺中市,大甲區,24.347667,120.640403,100.0,24.0,32.4,21.9,90.0,0.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2G870,芳苑,彰化縣,芳苑鄉,23.922303,120.320025,12.0,26.0,29.9,23.8,86.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2G640,鹿港,彰化縣,鹿港鎮,24.0753,120.430481,17.0,25.7,32.5,22.3,83.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2M910,嘉義大學,嘉義市,東區,23.471325,120.485903,68.0,25.7,31.9,23.9,88.0,0.2,-99.0,多雲,2026-09-23T22:10:00+08:00
C2O950,安南,臺南市,安南區,23.076694,120.144861,4.0,27.2,32.5,26.2,78.0,0.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2O810,曾文,臺南市,楠西區,23.219681,120.497328,161.0,24.8,30.6,23.2,92.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2O930,玉井,臺南市,玉井區,23.126042,120.46055,69.0,25.9,33.2,24.4,92.0,0.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2V260,月眉,高雄市,杉林區,22.971003,120.539853,126.0,25.8,31.0,23.9,87.0,0.4,-99.0,多雲,2026-09-23T22:10:00+08:00
C2V250,甲仙,高雄市,甲仙區,23.080106,120.591758,298.0,23.6,30.8,22.2,99.0,0.2,-99.0,多雲,2026-09-23T22:10:00+08:00
C2N160,西拉雅風管處,臺南市,官田區,23.189481,120.335297,43.0,27.1,32.0,25.0,81.0,0.6,-99.0,多雲,2026-09-23T22:10:00+08:00
C2A920,富貴角,新北市,石門區,25.263783,121.565258,196.0,23.5,27.8,22.4,89.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2A880,福隆,新北市,貢寮區,25.017842,121.942083,6.0,22.6,30.8,21.5,95.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2A540,四堵,新北市,坪林區,24.8926,121.745736,401.0,21.7,29.0,19.0,87.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2A560,福山,新北市,烏來區,24.776203,121.502811,405.0,21.8,30.0,16.4,88.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2D720,關西工作站,新竹縣,關西鎮,24.757275,121.184792,164.0,21.6,33.0,18.3,95.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2D730,寶山農場,新竹縣,寶山鄉,24.732444,120.976153,78.0,23.8,34.1,19.6,85.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9K0,屯原,南投縣,仁愛鄉,24.067969,121.209389,2047.0,14.9,22.6,13.1,100.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2G980,田頭村,彰化縣,竹塘鄉,23.8263,120.444175,27.0,26.0,31.9,23.1,86.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2K610,草嶺石壁,雲林縣,古坑鄉,23.602469,120.707731,1143.0,19.2,23.9,18.1,99.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2F990,摩天嶺,臺中市,和平區,24.322458,120.936819,1018.0,20.8,28.7,19.1,95.0,0.4,-99.0,晴,2026-09-23T22:10:00+08:00
C2M920,朴子農改,嘉義縣,朴子市,23.469889,120.259383,7.0,26.0,31.7,24.5,84.0,1.2,-99.0,多雲,2026-09-23T22:10:00+08:00
C2M620,瑞里,嘉義縣,梅山鄉,23.545133,120.675197,1252.0,19.0,23.3,17.8,99.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2A660,瑞芳,新北市,瑞芳區,25.113169,121.801147,97.0,22.4,30.1,20.9,95.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2A650,火燒寮,新北市,平溪區,25.002719,121.742892,287.0,20.9,28.4,18.4,98.0,0.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9W0,大坪頂農水,南投縣,埔里鎮,24.043122,120.932781,724.0,22.5,28.3,20.8,96.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2K620,馬光農場,雲林縣,虎尾鎮,23.721453,120.378864,24.0,25.6,32.3,23.2,85.0,1.5,-99.0,晴,2026-09-23T22:10:00+08:00
C2FB50,出雲,臺中市,和平區,24.206469,120.902794,1070.0,20.3,27.8,18.4,98.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2FB60,頭櫃山,臺中市,新社區,24.129842,120.858925,1117.0,20.5,24.4,18.4,99.0,1.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9D0,三隻寮,南投縣,國姓鄉,24.093078,120.861578,741.0,23.2,31.5,21.0,90.0,0.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9E0,國姓南港,南投縣,國姓鄉,23.911108,120.846556,1166.0,19.3,23.8,17.9,96.0,0.8,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9F0,柑林,南投縣,國姓鄉,24.018658,120.847072,281.0,25.0,32.4,22.6,89.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9G0,百勝,南投縣,國姓鄉,24.051142,120.909361,502.0,23.3,30.3,21.5,93.0,0.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2M930,石卓,嘉義縣,竹崎鄉,23.478744,120.702264,1548.0,18.2,20.0,16.3,100.0,1.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2M940,日野賀,嘉義縣,阿里山鄉,23.434056,120.727169,1112.0,19.9,25.7,18.8,99.0,0.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2M950,太和,嘉義縣,梅山鄉,23.538372,120.702961,1367.0,19.4,22.1,18.0,92.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
C2K630,荷苞,雲林縣,古坑鄉,23.657717,120.595144,173.0,24.1,31.7,22.2,96.0,0.3,-99.0,多雲,2026-09-23T22:10:00+08:00
C2H9H0,苗改南投蜂場,南投縣,名間鄉,23.852589,120.693481,158.0,25.0,31.7,22.8,93.0,0.0,-99.0,多雲,2026-09-23T22:10:00+08:00
C2G9A0,畜試所彰化,彰化縣,北斗鎮,23.86045,120.557964,51.0,26.4,33.3,24.0,81.0,0.8,-99.0,多雲,2026-09-23T22:10:00+08:00
C2E970,八甲,苗栗縣,苗栗市,24.535811,120.795983,175.0,23.4,29.5,19.6,85.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9J0,中台,南投縣,埔里鎮,23.9996,120.938739,545.0,23.4,31.4,22.0,94.0,-99.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9L0,馬烈霸,南投縣,仁愛鄉,24.1512,121.201772,1999.0,13.9,23.3,12.3,99.0,0.1,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9M0,發祥,南投縣,仁愛鄉,24.154094,121.164517,1255.0,19.1,29.6,15.8,90.0,0.9,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9N0,仁愛東眼,南投縣,仁愛鄉,24.026875,121.1205,1439.0,18.2,27.8,16.0,99.0,0.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9P0,伊拿谷,南投縣,仁愛鄉,23.963211,121.088264,913.0,21.1,28.8,19.7,95.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9Q0,北東眼山,南投縣,仁愛鄉,24.120939,121.189303,2032.0,14.7,22.9,13.4,99.0,0.0,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9R0,卓社,南投縣,仁愛鄉,23.887894,121.000086,1301.0,19.4,22.6,17.6,98.0,0.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9S0,龍南,南投縣,國姓鄉,23.953536,120.833183,1000.0,21.4,26.6,19.4,87.0,0.5,-99.0,多雲,2026-09-23T22:10:00+08:00
C2R970,屏科大,屏東縣,內埔鄉,22.648275,120.619247,128.0,25.0,32.1,23.7,85.0,1.2,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9T0,名間竹圍,南投縣,名間鄉,23.859914,120.637572,317.0,24.8,30.8,22.2,86.0,0.1,-99.0,多雲,2026-09-23T22:10:00+08:00
C2H9U0,鳳鵬,南投縣,鹿谷鄉,23.763919,120.788061,343.0,24.1,30.1,22.3,94.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
C2H9V0,龍鳳峽,南投縣,竹山鎮,23.657461,120.767331,1734.0,16.8,21.3,15.4,98.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAF010,國一N174K,臺中市,西屯區,24.2049,120.6552,150.0,25.3,31.6,24.0,89.0,1.1,-99.0,晴,2026-09-23T22:10:00+08:00
CAG010,國一N198K,彰化縣,彰化市,24.063889,120.523056,28.0,27.1,33.4,25.2,77.0,1.7,-99.0,晴,2026-09-23T22:10:00+08:00
CAJ020,國一N234K,雲林縣,西螺鎮,23.74633,120.467926,50.0,26.8,31.6,24.8,81.0,1.3,-99.0,晴,2026-09-23T22:10:00+08:00
CAL010,國一N250K,嘉義縣,大林鎮,23.610292,120.436867,46.0,26.6,31.8,24.8,90.0,1.5,-99.0,多雲,2026-09-23T22:10:00+08:00
CAD010,國一S105K,新竹縣,寶山鄉,24.726316,120.940643,36.0,23.8,31.8,19.3,88.0,0.6,-99.0,晴,2026-09-23T22:10:00+08:00
CAE020,國一S114K,苗栗縣,頭份市,24.668836,120.885811,32.0,25.3,31.1,20.7,79.0,1.8,-99.0,晴,2026-09-23T22:10:00+08:00
CAE030,國一S123K,苗栗縣,頭屋鄉,24.59594,120.86071,76.0,23.3,31.6,19.6,86.0,0.3,-99.0,晴,2026-09-23T22:10:00+08:00
